Found 285 images belonging to 4 classes.
Found 98 images belonging to 4 classes.
training starts
2,397,0.99,0.50
2,399,0.77,0.75
TEST: 2,400,1.27,0.00
2,401,1.06,0.50
2,403,1.06,0.50
2,405,0.86,0.69
2,407,1.04,0.56
2,409,0.90,0.56
2,411,0.89,0.69
2,412,1.05,0.50
2,413,1.03,0.50
2,415,1.02,0.50
2,417,0.80,0.69
2,419,0.99,0.69
2,421,0.93,0.56
2,423,0.70,0.81
2,425,1.27,0.38
2,426,0.78,0.75
2,428,0.86,0.62
2,430,0.80,0.69
2,431,1.08,0.62
2,433,1.07,0.44
2,435,0.89,0.75
2,437,1.19,0.38
2,439,1.02,0.50
2,441,0.82,0.69
2,442,1.02,0.56
2,444,1.20,0.50
2,446,0.89,0.75
2,448,0.93,0.75
2,450,1.16,0.56
2,451,0.98,0.56
2,452,0.91,0.69
2,454,0.97,0.56
2,456,1.11,0.38
2,458,0.92,0.62
2,459,1.19,0.38
2,461,1.00,0.56
2,462,1.22,0.44
2,464,1.04,0.31
2,466,0.70,0.69
2,467,1.13,0.62
2,469,0.73,0.75
2,471,0.96,0.56
2,472,1.12,0.50
2,474,1.09,0.46
2,476,0.97,0.62
2,478,0.87,0.62
2,480,1.05,0.56
2,482,0.95,0.75
2,484,0.92,0.56
2,486,0.73,0.75
2,488,1.15,0.50
2,489,0.87,0.56
2,491,0.78,0.69
2,493,0.77,0.69
2,494,1.04,0.69
2,495,0.76,0.62
2,497,0.95,0.75
2,498,1.03,0.50
2,500,1.14,0.38
TEST: 2,500,0.83,0.73
checkpoint: models/latest
3,0,0.87,0.56
TEST: 3,0,1.24,1.00
3,2,1.16,0.50
3,4,0.90,0.62
3,6,0.85,0.69
3,7,1.04,0.56
3,9,1.17,0.31
3,11,0.94,0.44
3,13,0.96,0.56
3,15,0.93,0.56
3,17,1.10,0.56
3,18,1.02,0.75
3,20,0.89,0.62
3,22,0.88,0.75
3,24,0.83,0.75
3,26,1.14,0.50
3,28,1.03,0.62
3,30,0.85,0.75
3,32,1.01,0.62
3,34,1.02,0.50
3,36,0.97,0.69
3,38,0.89,0.62
3,39,0.99,0.44
3,41,0.95,0.56
3,42,1.09,0.38
3,44,1.07,0.56
3,46,0.86,0.62
3,48,1.09,0.56
3,49,0.90,0.62
3,51,0.80,0.69
3,53,1.03,0.62
3,55,1.05,0.62
3,57,0.84,0.69
3,58,1.04,0.69
3,60,0.97,0.62
3,62,0.98,0.75
3,64,1.17,0.44
3,66,0.82,0.75
3,67,0.99,0.69
3,69,0.91,0.69
3,71,0.93,0.69
3,72,0.93,0.69
3,73,1.05,0.62
3,75,0.85,0.56
3,77,1.07,0.56
3,79,0.98,0.56
3,81,1.04,0.69
3,83,1.04,0.62
3,85,1.02,0.56
3,87,1.25,0.31
3,89,1.05,0.44
3,91,1.01,0.50
3,93,1.00,0.56
3,95,1.27,0.38
3,97,0.96,0.69
3,98,0.81,0.69
3,100,0.87,0.62
TEST: 3,100,0.83,0.71
3,101,0.66,0.69
3,103,0.85,0.56
3,105,0.80,0.69
3,107,1.25,0.38
3,109,1.07,0.38
3,111,1.01,0.56
3,112,1.05,0.56
3,113,1.04,0.56
3,114,1.13,0.50
3,116,1.01,0.62
3,118,0.78,0.69
3,120,1.04,0.62
3,122,1.33,0.56
3,123,0.84,0.50
3,125,0.94,0.50
3,127,0.88,0.69
3,129,0.97,0.50
3,131,0.80,0.81
3,133,1.10,0.50
3,135,1.10,0.54
3,137,0.97,0.50
3,139,0.73,0.81
3,141,1.00,0.62
3,143,1.04,0.50
3,145,0.70,0.75
3,147,1.01,0.56
3,148,0.82,0.75
3,150,1.09,0.56
3,152,1.01,0.69
3,154,0.85,0.62
3,156,0.85,0.62
3,158,1.01,0.44
3,160,0.89,0.69
3,161,0.72,0.81
3,162,1.00,0.69
3,163,1.10,0.50
3,165,0.84,0.75
3,167,0.89,0.56
3,169,0.96,0.75
3,171,0.94,0.62
3,173,1.00,0.62
3,174,1.06,0.38
3,176,0.97,0.56
3,178,1.05,0.50
3,180,0.84,0.62
3,182,1.03,0.62
3,184,1.10,0.50
3,186,0.92,0.56
3,188,0.90,0.56
3,190,1.00,0.62
3,192,1.06,0.50
3,194,0.89,0.75
3,196,0.95,0.62
3,198,0.90,0.75
3,200,1.15,0.50
TEST: 3,200,1.06,0.00
3,201,0.87,0.69
3,203,0.95,0.56
3,205,0.86,0.69
3,207,0.81,0.69
3,208,1.06,0.50
3,210,1.10,0.44
3,212,0.81,0.62
3,214,1.09,0.56
3,216,1.10,0.62
3,218,0.78,0.75
